idade,rendimento,divida,score_credito,risco
47.28696734670575,2624.9866402179105,9621.796466016829,622.8071469284251,medio
36.43627368104908,1523.8106179647923,10967.949863415928,541.1427975210208,alto
59.64106623763125,3472.360124761151,10883.94477990979,650.3969686174302,medio
22.564051986191522,1457.0160435164441,4979.670910612222,663.8860333125837,medio
39.9612834275875,1650.2881560857275,5004.650126825554,553.3949397743797,alto
65.44281991845821,4320.153222926799,11818.618425406337,615.3821066727933,medio
43.28587016065687,3476.476611861222,3084.2755302618552,736.0929971971416,baixo
30.377820750771765,2253.3593475669522,12267.408919348327,660.3582910497562,medio
45.463907877438906,3290.380810163992,9602.967598540825,712.6170377958605,baixo
54.1185032697114,4789.378056501566,0.0,683.1233231939963,medio
63.3491140378465,4042.7841128407317,6611.332142217643,651.4731463229894,medio
44.02340860981459,2428.092731548033,12373.824937822217,679.8873838067996,medio
34.012871292348116,2577.88242779154,6709.540564769557,649.1332338783479,medio
46.66236019450472,1326.102972689344,5750.289055402576,591.4310339580265,medio
27.558573902095798,3677.000785953984,12587.82798736958,640.0488188127881,medio
31.36547569449519,3525.265758569897,4449.283453053416,735.9155717337306,baixo
43.801936877369826,4004.225121632152,4194.460532930547,648.2315607737937,medio
37.96652408302397,1901.4010839245875,17400.59377360127,444.3239430278575,alto
42.12920563852831,1941.4636543482516,13890.972967441536,461.69310528322967,alto
57.532697393443925,4690.9812760910345,13330.807761003658,595.0273040828918,medio
51.077621234712836,2365.086766464985,0.0,700.412615319112,baixo
52.741044728866264,3392.283493545535,9366.554109508266,606.5804704816954,medio
31.05097794060326,3280.62975394028,5556.501287662435,745.4378992783093,baixo
36.66695241356965,769.286788968971,0.0,510.6244805661081,alto
42.662594021180084,2564.593490396951,3251.3976281386667,696.4529795990873,medio
34.85041336447222,2795.943881044584,12742.651887621887,624.826663077901,medio
39.53189786169455,2672.9860411080613,3342.4669294069,711.0633003335818,baixo
41.81303497882274,4071.298908724959,8928.982659246903,622.8033081300466,medio
47.86564987739176,3170.0947450272656,0.0,704.6146382720451,baixo
32.70176467768749,534.6466935004992,18145.93254613754,484.5136185555343,alto
28.61938832960575,1763.7338709992232,11116.265250710754,724.2256513017874,baixo
32.59300484749368,1410.0597414798267,6756.9284164970795,660.3936357281716,medio
43.1440247852784,2247.032026089895,11155.782113151261,581.892896648571,medio
39.257731886882965,3168.7119993487513,13448.784216583896,546.8334524603185,alto
31.04669078150136,2721.6125719377014,3268.884288486749,594.1798510907246,medio
27.587021733931717,3766.9903190990526,7376.775034468617,754.1047921527813,baixo
58.67428676477765,804.4033982032568,230.09977187909226,564.3978691998203,alto
41.81596988737515,3366.5334400783754,0.0,657.7724761681487,medio
48.148491850863586,4561.780248180093,4129.604116493255,707.9201842878502,baixo
28.179941851892284,5036.825309684609,8719.077520038014,684.5904845367065,medio
41.80105724263769,2932.39784764513,14026.0845378669,632.565873787297,medio
47.07289567506256,2785.497261405433,5653.828319639451,665.7722891690631,medio
33.60630601455573,1836.0526637917242,11274.961065858148,514.121456918439,alto
56.304175065859596,3652.8967522851617,17040.50407136821,642.1825869871215,medio
28.58416658714411,2353.8379348382814,8660.919210784716,704.237404997582,baixo
65.76296991763755,3539.5394807198777,1167.8060158681128,753.2731634108812,baixo
62.39874992775151,5540.032452671462,6846.720855664951,687.4432275919706,medio
35.55717029669105,2778.3511547031235,8259.51260772334,682.1719066371707,medio
30.298973843857087,2406.413460586168,13605.685504321114,452.3026180272751,alto
46.05944596067054,3114.987222433239,1027.518716683203,723.623075310518,baixo
26.404792582983895,1498.8097579197179,14173.21839647891,661.7594889131952,medio
31.49189108388994,3189.0176307512465,8273.738688474696,760.2002343036129,baixo
34.28305912519015,2717.6764712960457,10688.969191795008,614.3107895455184,medio
67.05096817391527,5313.058188014835,0.0,778.9163319255156,baixo
18.0,1073.3511659484732,8761.44583606142,556.184634792445,alto
37.65782507594842,3038.026659561248,455.2417651615551,608.6973466276947,medio
18.0,1651.0201874570078,9752.382458890463,692.8038249031383,medio
35.04197104135562,3666.098327388352,275.97353403971465,691.658542869524,medio
37.69694625346854,2907.274172367266,7166.562827324492,667.1656995053755,medio
25.658013359556755,2867.347116627454,5826.949013490403,616.7919831607608,medio
18.0,1168.0353156080737,8044.853790246069,645.4459944272012,medio
43.768818548054384,3394.150335201519,9063.875612576165,810.7222157423525,baixo
35.326803177376895,3475.2178072911424,7382.844390004886,695.1340079134652,medio
45.195516152696754,3339.7411398146787,3876.8303766668105,673.9715733749938,medio
18.222989400945586,347.9796272509511,17253.170623739625,432.21612803414405,alto
55.5731942555792,3506.885502693607,13280.021626631478,624.5042604952886,medio
34.77624791119661,2229.6008365193516,7646.003274521463,598.3654136525644,medio
26.526373234940515,1378.9890677935882,9286.251736388616,704.0534349242197,baixo
42.31681167630158,4014.2250930391665,1709.265971870459,850.0,baixo
25.684019480842927,4008.8838292017667,0.0,701.8276011624874,baixo
41.674743889437416,2647.834131708151,15583.985558906621,519.991825606259,alto
46.62329318346231,2353.7837437868056,13100.383627372537,623.2286085691726,medio
35.51159555046073,1487.3253494580583,0.0,588.7597058403657,medio
49.3201598107165,3603.3133579115693,9409.329919282165,692.8190035937912,medio
24.546813650017768,2614.3534490055677,11675.115716081731,584.8977557477685,medio
26.734757740263934,1599.1916868488431,12589.86335962165,559.5786874936016,alto
34.8245114797647,4093.4117609526897,0.0,722.7388078050212,baixo
34.103090197849106,3099.0674721273635,5275.640590547998,591.2139554005379,medio
22.3384391706499,2146.1520080205473,12676.081104579036,622.1179857583062,medio
58.46419224047632,5364.265555986982,8032.918278927725,705.8489400703738,baixo
46.26460695109201,1282.9624142152418,18179.97205332561,562.6702531518871,alto
64.29080224002495,1586.054265584847,8991.323661705821,728.6313812024364,baixo
36.26652964628622,1344.6742063210759,28370.979784225885,463.9714977515564,alto
61.984719051994084,4685.802472989726,3393.3009519400402,718.8312586297037,baixo
24.581867608591036,2040.9449622837421,15480.543399346632,580.3723464994791,medio
63.59389981238295,3856.3141498420773,2060.0519426856144,716.7451014856872,baixo
34.22018572688992,2426.4183194006064,8761.319416387563,725.7868020003915,baixo
46.43850893657676,2401.2308415830057,8926.722674008137,671.1149337551503,medio
38.425693385378416,2255.6538379683984,10936.868888541952,597.4691346690994,medio
25.923089687233983,2492.875825677926,11657.57311584339,592.4848447342104,medio
30.28821522929787,1342.908799356986,6985.400361087384,674.4350634175123,medio
55.46366935765786,3037.0766745654764,10668.34900348799,762.9082843419197,baixo
50.97538916652769,2170.9006442366926,7732.450110220674,636.1639845844961,medio
33.92314615765008,1813.9415256426237,0.0,651.4772592163475,medio
44.6626012441305,2917.3262887430633,4603.944875963392,530.0704003659165,alto
40.329951560134056,4469.674059287137,1377.5101567031425,658.4615506124177,medio
45.72261848951935,4636.343894978046,5620.299299967339,758.6921895442847,baixo
64.04986724872688,3301.3044161135845,11496.634946309323,737.6584183092207,baixo
53.59298100636174,3103.606443800445,2731.2614054133446,772.9946030735559,baixo
51.73725202537605,5321.525769332691,8031.515590024931,624.3732728686601,medio
37.04992756687689,5158.279380260921,0.0,722.7490645067944,baixo
23.813154228412795,1527.6221301713313,12032.461428972038,614.848855952175,medio
66.24982511233546,1821.4102183413827,0.0,653.4668920135463,medio
42.760198374927356,2850.854130852315,0.0,767.7131638671444,baixo
42.80314365079421,2910.614196558171,0.0,777.3594652795189,baixo
41.72185063712421,2810.8133361895334,5165.612633737812,753.7784410008912,baixo
54.48002700034954,4082.026041193735,3102.874243749686,694.5445796077327,medio
21.127817482250528,2213.2397541685923,13089.636567129051,677.9551692869528,medio
